site,Date,ConcLow,ConcHigh,Uncen,ConcAve,Julian,Month,Day,DecYear,MonthSeq,waterYear,SinDY,CosDY
North Buck Creek,02/03/2010,0.27,0.27,1,0.27,58499,3,62,2010.165182648402,1923,2010,0.8613256430002775,0.5080532813693447
North Buck Creek,02/03/2021,0.2,0.2,1,0.2,62517,3,62,2021.165182648402,2055,2021,0.8613256430002725,0.5080532813693531
North Buck Creek,20/03/2007,0.442,0.442,1,0.442,57421,3,80,2007.214497716895,1887,2007,0.9752234565406734,0.22122208256153209
North Buck Creek,20/03/2018,0.141,0.141,1,0.141,61439,3,80,2018.214497716895,2019,2018,0.9752234565406712,0.22122208256154163
North Buck Creek,20/03/2020,0.116,0.116,1,0.116,62170,3,80,2020.2166438979964,2043,2020,0.9781178469248067,0.20805162226519716
North Buck Creek,21/03/2006,0.346,0.346,1,0.346,57057,3,81,2006.2172374429224,1875,2006,0.978886941,0.20440243743354383
North Buck Creek,21/03/2017,0.132,0.132,1,0.132,61075,3,81,2017.2172374429224,2007,2017,0.978886941,0.20440243743355344
North Buck Creek,22/03/2005,0.417,0.417,1,0.417,56693,3,82,2005.2199771689498,1863,2005,0.98226036,0.18752222345197586
North Buck Creek,22/03/2016,0.113,0.113,1,0.113,60711,3,82,2016.2221083788706,1995,2016,0.9846832907370661,0.17435256506063396
North Buck Creek,23/03/2004,0.349,0.349,1,0.349,56329,3,83,2004.2248406193078,1851,2004,0.9875311890197997,0.15742347573707202
North Buck Creek,24/03/2015,0.34,0.34,1,0.34,60347,3,84,2015.2254566210045,1983,2015,0.9881330908333315,0.15360011328175258
North Buck Creek,25/03/2003,0.822,0.822,1,0.822,55965,3,85,2003.228196347032,1839,2003,0.9906306617086359,0.13656826894527935
North Buck Creek,25/03/2014,0.326,0.326,1,0.326,59983,3,85,2014.228196347032,1971,2014,0.9906306617086346,0.13656826894528906
North Buck Creek,26/03/2009,0.192,0.192,1,0.192,58158,3,86,2009.2309360730594,1911,2009,0.9928346873392034,0.11949595648416823
North Buck Creek,26/03/2013,0.273,0.273,1,0.273,59619,3,86,2013.2309360730594,1959,2013,0.9928346873393018,0.11949595648335089
North Buck Creek,26/03/2015,0.353,0.353,1,0.353,60349,3,86,2015.2309360730594,1983,2015,0.9928346873392423,0.11949595648384519
North Buck Creek,26/03/2021,0.182,0.182,1,0.182,62541,3,86,2021.2309360730594,2055,2021,0.9928346873392812,0.11949595648352214
North Buck Creek,27/03/2002,0.283,0.283,1,0.283,55602,3,87,2002.2336757990868,1827,2002,0.9947445146248542,0.10238823479171401
North Buck Creek,27/03/2009,0.181,0.181,1,0.181,58159,3,87,2009.2336757990868,1911,2009,0.994744515,0.10238823479254268
North Buck Creek,27/03/2012,0.273,0.273,1,0.273,59255,3,87,2012.2357695810565,1947,2012,0.9960053773474947,0.089293271
North Buck Creek,28/03/2016,0.123,0.123,1,0.123,60717,3,88,2016.2385018214936,1995,2016,0.9973914514089005,0.072182357
North Buck Creek,29/03/2003,0.524,0.524,1,0.524,55969,3,89,2003.2391552511415,1839,2003,0.997679398,0.06808685
North Buck Creek,29/03/2011,0.217,0.217,1,0.217,58891,3,89,2011.2391552511415,1935,2011,0.9976793978139632,0.06808685
North Buck Creek,29/03/2020,0.087,0.087,1,0.087,62179,3,89,2020.2412340619308,2043,2020,0.99848359,0.05505017
North Buck Creek,03/03/2009,0.235,0.235,1,0.235,58135,3,63,2009.1679223744293,1911,2009,0.8699433303903124,0.4931517027339678
North Buck Creek,03/03/2020,0.153,0.153,1,0.153,62153,3,63,2020.1701958105646,2043,2020,0.8768987249935736,0.48067517733355547
North Buck Creek,30/03/2002,0.302,0.302,1,0.302,55605,3,90,2002.2418949771688,1827,2002,0.9987035840483182,0.050903352
North Buck Creek,30/03/2003,0.561,0.561,1,0.561,55970,3,90,2003.2418949771688,1839,2003,0.9987035840483518,0.050903352
North Buck Creek,30/03/2010,0.193,0.193,1,0.193,58527,3,90,2010.2418949771688,1923,2010,0.9987035840483094,0.050903351648604586
North Buck Creek,30/03/2018,0.251,0.251,1,0.251,61449,3,90,2018.2418949771688,2019,2018,0.9987035840483006,0.050903352
North Buck Creek,30/03/2021,0.388,0.388,1,0.388,62545,3,90,2021.2418949771688,2055,2021,0.9987035840483088,0.050903352
North Buck Creek,31/03/2009,0.225,0.225,1,0.225,58163,3,91,2009.2446347031964,1911,2009,0.9994318328569636,0.033704769279292786
North Buck Creek,04/03/2008,0.305,0.305,1,0.305,57771,3,64,2008.172928051002,1899,2008,0.8850209405531022,0.46555121606811684
North Buck Creek,05/03/2019,0.115,0.115,1,0.115,61789,3,65,2019.173401826484,2031,2019,0.886402879,0.4629146099476839
North Buck Creek,06/03/2004,0.853,0.853,1,0.853,56312,3,66,2004.1783925318762,1851,2004,0.9004805956819838,0.43489619083204173
North Buck Creek,06/03/2007,0.505,0.505,1,0.505,57407,3,66,2007.1761415525114,1887,2007,0.8942398628970964,0.4475880557005315
North Buck Creek,06/03/2018,0.123,0.123,1,0.123,61425,3,66,2018.1761415525114,2019,2018,0.8942398628970921,0.4475880557005402
North Buck Creek,07/03/2006,0.333,0.333,1,0.333,57043,3,67,2006.1788812785387,1875,2006,0.9018118642257803,0.43212887145112494
North Buck Creek,07/03/2017,0.112,0.112,1,0.112,61061,3,67,2017.1788812785387,2007,2017,0.901811864,0.4321288714511338
North Buck Creek,08/03/2016,0.167,0.167,1,0.167,60697,3,68,2016.1838570127504,1995,2016,0.9148788259601516,0.40372853975137146
North Buck Creek,09/03/2004,0.44,0.44,1,0.44,56315,3,69,2004.1865892531875,1851,2004,0.9216745537103701,0.3879639378122534
North Buck Creek,09/03/2005,0.496,0.496,1,0.496,56680,3,69,2005.1843607305937,1863,2005,0.9161520233667043,0.40083097445318966
North Buck Creek,01/04/2008,0.413,0.413,1,0.413,57799,4,92,2008.2494307832424,1900,2008,0.9999936043508348,0.003576487
North Buck Creek,01/04/2016,0.119,0.119,1,0.119,60721,4,92,2016.2494307832424,1996,2016,0.9999936043508342,0.003576487
North Buck Creek,10/04/2011,0.259,0.259,1,0.259,58903,4,101,2011.2720319634702,1936,2011,0.9904337329667219,-0.137989205
North Buck Creek,10/04/2012,0.322,0.322,1,0.322,59269,4,101,2012.2740209471767,1948,2012,0.9886319642351306,-0.150355709
North Buck Creek,10/04/2015,0.703,0.703,1,0.703,60364,4,101,2015.2720319634702,1984,2015,0.9904337329668593,-0.137989205
North Buck Creek,11/04/2011,0.265,0.265,1,0.265,58904,4,102,2011.2747716894978,1936,2011,0.9879117321959704,-0.155017449
North Buck Creek,11/04/2017,0.076,0.076,1,0.076,61096,4,102,2017.2747716894978,2008,2017,0.987911732,-0.155017449
North Buck Creek,12/04/2008,0.155,0.155,1,0.155,57810,4,103,2008.279485428051,1900,2008,0.9828879476910668,-0.184204458
North Buck Creek,12/04/2011,0.27,0.27,1,0.27,58905,4,103,2011.2775114155252,1936,2011,0.9850969918583674,-0.171999758
North Buck Creek,12/04/2021,0.038,0.038,1,0.038,62558,4,103,2021.2775114155252,2056,2021,0.9850969918581698,-0.171999758
North Buck Creek,13/04/2002,0.264,0.264,1,0.264,55619,4,104,2002.2802511415525,1828,2002,0.9819903460217192,-0.188931099
North Buck Creek,13/04/2010,0.088,0.088,1,0.088,58541,4,104,2010.2802511415525,1924,2010,0.9819903460217518,-0.188931099
North Buck Creek,13/04/2018,0.155,0.155,1,0.155,61463,4,104,2018.2802511415525,2020,2018,0.9819903460217844,-0.188931099
North Buck Creek,14/04/2002,0.294,0.294,1,0.294,55620,4,105,2002.2829908675799,1828,2002,0.9785927152527146,-0.205806457
North Buck Creek,14/04/2008,0.174,0.174,1,0.174,57812,4,105,2008.2849499089252,1900,2008,0.9759853701531342,-0.217836079
North Buck Creek,14/04/2009,0.133,0.133,1,0.133,58177,4,105,2009.2829908675799,1912,2009,0.9785927152525117,-0.205806457
North Buck Creek,14/04/2020,0.062,0.062,1,0.062,62195,4,105,2020.2849499089252,2044,2020,0.9759853701533887,-0.217836079
North Buck Creek,15/04/2003,0.445,0.445,1,0.445,55986,4,106,2003.2857305936072,1840,2003,0.9749051063423012,-0.222620829
North Buck Creek,15/04/2015,0.582,0.582,1,0.582,60369,4,106,2015.2857305936072,1984,2015,0.9749051063421563,-0.222620829
North Buck Creek,15/04/2019,0.091,0.091,1,0.091,61830,4,106,2019.2857305936072,2032,2019,0.974905106,-0.222620829
North Buck Creek,16/04/2003,0.433,0.433,1,0.433,55987,4,107,2003.2884703196346,1840,2003,0.9709286120088672,-0.239369234
North Buck Creek,16/04/2018,0.189,0.189,1,0.189,61466,4,107,2018.2884703196346,2020,2018,0.9709286120086724,-0.239369234
North Buck Creek,17/04/2007,0.399,0.399,1,0.399,57449,4,108,2007.2912100456622,1888,2007,0.9666644105726906,-0.256046709
North Buck Creek,17/04/2018,0.169,0.169,1,0.169,61467,4,108,2018.2912100456622,2020,2018,0.9666644105726931,-0.256046709
North Buck Creek,18/04/2006,0.101,0.101,1,0.101,57085,4,109,2006.2939497716895,1876,2006,0.9621137656096792,-0.272648312
North Buck Creek,19/04/2005,0.223,0.223,1,0.223,56721,4,110,2005.296689497717,1864,2005,0.9572780255743173,-0.289169123
North Buck Creek,19/04/2016,0.034,0.034,1,0.034,60739,4,110,2016.298611111111,1996,2016,0.9537169507482401,-0.3007058
North Buck Creek,02/04/2019,0.133,0.133,1,0.133,61817,4,93,2019.2501141552511,2032,2019,0.9999997427700635,-7.17E-04
North Buck Creek,20/04/2004,0.169,0.169,1,0.169,56357,4,111,2004.3013433515482,1852,2004,0.9484144034538552,-0.317033309
North Buck Creek,20/04/2005,0.314,0.314,1,0.314,56722,4,111,2005.2994292237443,1864,2005,0.9521586233995174,-0.305604247
North Buck Creek,20/04/2019,0.084,0.084,1,0.084,61835,4,111,2019.2994292237443,2032,2019,0.9521586233994707,-0.305604247
North Buck Creek,21/04/2015,0.349,0.349,1,0.349,60375,4,112,2015.3021689497716,1984,2015,0.9467570760761073,-0.321948814
North Buck Creek,21/04/2017,0.029,0.029,1,0.029,61106,4,112,2017.3021689497716,2008,2017,0.9467570760756819,-0.321948814
North Buck Creek,22/04/2002,0.084,0.084,1,0.084,55628,4,113,2002.3049086757992,1828,2002,0.9410749841974002,-0.338197981
North Buck Creek,22/04/2003,0.248,0.248,1,0.248,55993,4,113,2003.3049086757992,1840,2003,0.9410749841971768,-0.338197981
North Buck Creek,22/04/2006,0.138,0.138,1,0.138,57089,4,113,2006.3049086757992,1876,2006,0.9410749841971218,-0.338197981
North Buck Creek,22/04/2012,0.221,0.221,1,0.221,59281,4,113,2012.3068078324227,1948,2012,0.9369724476855396,-0.349403252
North Buck Creek,22/04/2014,0.217,0.217,1,0.217,60011,4,113,2014.3049086757992,1972,2014,0.941074984,-0.338197981
North Buck Creek,23/04/2005,0.321,0.321,1,0.321,56725,4,114,2005.3076484018266,1864,2005,0.9351140314908878,-0.354346932
North Buck Creek,23/04/2006,0.153,0.153,1,0.153,57090,4,114,2006.3076484018266,1876,2006,0.9351140314912982,-0.354346932
North Buck Creek,23/04/2012,0.316,0.316,1,0.316,59282,4,114,2012.3095400728598,1948,2012,0.9308364112091773,-0.365436144
North Buck Creek,23/04/2013,0.165,0.165,1,0.165,59647,4,114,2013.3076484018266,1960,2013,0.9351140314909488,-0.354346932
North Buck Creek,23/04/2018,0.104,0.104,1,0.104,61473,4,114,2018.3076484018266,2020,2018,0.9351140314910676,-0.354346932
North Buck Creek,24/04/2012,0.242,0.242,1,0.242,59283,4,115,2012.312272313297,1948,2012,0.9244260529706083,-0.381361341
North Buck Creek,24/04/2020,0.08,0.08,1,0.08,62205,4,115,2020.312272313297,2044,2020,0.924426053,-0.381361341
North Buck Creek,25/04/2005,0.26,0.26,1,0.26,56727,4,116,2005.3131278538813,1864,2005,0.9223626911404565,-0.386325078
North Buck Creek,25/04/2018,0.103,0.103,1,0.103,61475,4,116,2018.3131278538813,2020,2018,0.9223626911406526,-0.386325078
North Buck Creek,26/04/2005,0.209,0.209,1,0.209,56728,4,117,2005.3158675799086,1864,2005,0.9155760819932094,-0.402144797
North Buck Creek,26/04/2006,0.092,0.092,1,0.092,57093,4,117,2006.3158675799086,1876,2006,0.9155760819929437,-0.402144797
North Buck Creek,26/04/2011,0.116,0.116,1,0.116,58919,4,117,2011.3158675799086,1936,2011,0.9155760819930785,-0.402144797
North Buck Creek,26/04/2018,0.105,0.105,1,0.105,61476,4,117,2018.3158675799086,2020,2018,0.915576082,-0.402144797
North Buck Creek,27/04/2010,0.104,0.104,1,0.104,58555,4,118,2010.318607305936,1924,2010,0.9085181678925238,-0.417845353
North Buck Creek,28/04/2009,0.046,0.046,1,0.046,58191,4,119,2009.3213470319636,1912,2009,0.9011910402513845,-0.433422091
North Buck Creek,29/04/2008,0.038,0.038,1,0.038,57827,4,120,2008.3259335154828,1900,2008,0.8883283536999137,-0.459208815
North Buck Creek,03/04/2007,0.48,0.48,1,0.48,57435,4,94,2007.2528538812785,1888,2007,0.9998392355906898,-0.017930504
North Buck Creek,03/04/2015,0.949,0.949,1,0.949,60357,4,94,2015.2528538812785,1984,2015,0.9998392355906928,-0.017930504
North Buck Creek,03/04/2018,0.129,0.129,1,0.129,61453,4,94,2018.2528538812785,2020,2018,0.9998392355906899,-0.017930504
North Buck Creek,04/04/2006,0.237,0.237,1,0.237,57071,4,95,2006.2555936073059,1876,2006,0.999382454,-0.035138436
North Buck Creek,04/04/2008,0.266,0.266,1,0.266,57802,4,95,2008.2576275045537,1900,2008,0.9988518157997749,-0.047906681
North Buck Creek,04/04/2017,0.133,0.133,1,0.133,61089,4,95,2017.2555936073059,2008,2017,0.9993824544675003,-0.035138436
North Buck Creek,04/04/2018,0.176,0.176,1,0.176,61454,4,95,2018.2555936073059,2020,2018,0.9993824544674771,-0.035138436
North Buck Creek,05/04/2005,0.493,0.493,1,0.493,56707,4,96,2005.2583333333334,1864,2005,0.9986295347546006,-0.052335956
North Buck Creek,05/04/2016,0.083,0.083,1,0.083,60725,4,96,2016.2603597449909,1996,2016,0.9978822508109123,-0.065046241
North Buck Creek,05/04/2017,0.137,0.137,1,0.137,61090,4,96,2017.2583333333334,2008,2017,0.9986295347545665,-0.052335956
North Buck Creek,06/04/2004,0.346,0.346,1,0.346,56343,4,97,2004.263091985428,1852,2004,0.996618605,-0.082166632
North Buck Creek,07/04/2015,0.631,0.631,1,0.631,60361,4,98,2015.2638127853882,1984,2015,0.9962362596713592,-0.08667938
North Buck Creek,07/04/2017,0.113,0.113,1,0.113,61092,4,98,2017.2638127853882,2008,2017,0.9962362596712447,-0.08667938
North Buck Creek,07/04/2021,0.059,0.059,1,0.059,62553,4,98,2021.2638127853882,2056,2021,0.99623626,-0.08667938
North Buck Creek,08/04/2003,0.468,0.468,1,0.468,55979,4,99,2003.2665525114155,1840,2003,0.9945966134799933,-0.103815107
North Buck Creek,08/04/2014,0.636,0.636,1,0.636,59997,4,99,2014.2665525114155,1972,2014,0.9945966134799944,-0.103815107
North Buck Creek,09/04/2002,0.232,0.232,1,0.232,55615,4,100,2002.2692922374429,1828,2002,0.9926622468468902,-0.120920071
North Buck Creek,09/04/2008,0.195,0.195,1,0.195,57807,4,100,2008.2712887067396,1900,2008,0.9910673427311337,-0.133362372
North Buck Creek,09/04/2013,0.274,0.274,1,0.274,59633,4,100,2013.2692922374429,1960,2013,0.9926622468468914,-0.120920071
North Buck Creek,09/04/2019,0.137,0.137,1,0.137,61824,4,100,2019.2692922374429,2032,2019,0.992662247,-0.120920071
North Buck Creek,01/05/2007,0.203,0.203,1,0.203,57463,5,122,2007.3295662100456,1889,2007,0.8776164829307868,-0.479363441
North Buck Creek,01/05/2018,0.105,0.105,1,0.105,61481,5,122,2018.3295662100456,2021,2018,0.8776164829307914,-0.479363441
North Buck Creek,10/05/2011,0.052,0.052,1,0.052,58933,5,131,2011.3542237442923,1937,2011,0.7931349695934006,-0.60904591
North Buck Creek,10/05/2019,0.05,0.05,1,0.05,61855,5,131,2019.3542237442923,2033,2019,0.7931349695935057,-0.60904591
North Buck Creek,11/05/2003,0.224,0.224,1,0.224,56012,5,132,2003.3569634703197,1841,2003,0.7825337339321345,-0.622608188
North Buck Creek,11/05/2010,0.05,0.05,1,0.05,58569,5,132,2010.3569634703197,1925,2010,0.7825337339315207,-0.622608188
North Buck Creek,12/05/2003,0.151,0.151,1,0.151,56013,5,133,2003.359703196347,1841,2003,0.771700617,-0.635985973
North Buck Creek,12/05/2009,0.032,0.032,1,0.032,58205,5,133,2009.359703196347,1913,2009,0.771700617,-0.635985973
North Buck Creek,13/05/2002,0.161,0.161,1,0.161,55649,5,134,2002.3624429223744,1829,2002,0.7606388277941043,-0.649175303
North Buck Creek,14/05/2002,0.103,0.103,1,0.103,55650,5,135,2002.3651826484017,1829,2002,0.7493516452499861,-0.662172267
North Buck Creek,14/05/2003,0.127,0.127,1,0.127,56015,5,135,2003.3651826484017,1841,2003,0.7493516452507532,-0.662172267
North Buck Creek,15/05/2007,0.199,0.199,1,0.199,57477,5,136,2007.3679223744293,1889,2007,0.7378424136412483,-0.674973016
North Buck Creek,15/05/2018,0.052,0.052,1,0.052,61495,5,136,2018.3679223744293,2021,2018,0.7378424136412548,-0.674973016
North Buck Creek,16/05/2006,0.035,0.035,1,0.035,57113,5,137,2006.3706621004567,1877,2006,0.7261145434016122,-0.687573756
North Buck Creek,16/05/2009,0.097,0.097,1,0.097,58209,5,137,2009.3706621004567,1913,2009,0.7261145434015004,-0.687573756
North Buck Creek,16/05/2014,0.239,0.239,1,0.239,60035,5,137,2014.3706621004567,1973,2014,0.7261145434017308,-0.687573756
North Buck Creek,17/05/2005,0.385,0.385,1,0.385,56749,5,138,2005.373401826484,1865,2005,0.7141715097531961,-0.699970753
North Buck Creek,17/05/2009,0.049,0.049,1,0.049,58210,5,138,2009.373401826484,1913,2009,0.7141715097526199,-0.699970753
North Buck Creek,17/05/2014,0.172,0.172,1,0.172,60036,5,138,2014.373401826484,1973,2014,0.7141715097528545,-0.699970753
North Buck Creek,18/05/2004,0.094,0.094,1,0.094,56385,5,139,2004.3778460837887,1853,2004,0.6943495807233244,-0.719637867
North Buck Creek,19/05/2015,0.034,0.034,1,0.034,60403,5,140,2015.3788812785388,1985,2015,0.6896541708479231,-0.724138885
North Buck Creek,02/05/2006,0.106,0.106,1,0.106,57099,5,123,2006.332305936073,1877,2006,0.8692350009346436,-0.494399144
North Buck Creek,20/05/2003,0.13,0.13,1,0.13,56021,5,141,2003.3816210045661,1841,2003,0.6770871306081232,-0.735902859
North Buck Creek,20/05/2014,0.078,0.078,1,0.078,60039,5,141,2014.3816210045661,1973,2014,0.6770871306081304,-0.735902859
North Buck Creek,20/05/2020,0.036,0.036,1,0.036,62231,5,141,2020.3833105646631,2045,2020,0.6692369136420959,-0.743049092
North Buck Creek,21/05/2013,0.042,0.042,1,0.042,59675,5,142,2013.3843607305937,1961,2013,0.6643194548374342,-0.747448769
North Buck Creek,22/05/2004,0.133,0.133,1,0.133,56389,5,143,2004.3887750455374,1853,2004,0.6433353959259709,-0.765584462
North Buck Creek,22/05/2012,0.148,0.148,1,0.148,59311,5,143,2012.3887750455374,1949,2012,0.643335396,-0.765584462
North Buck Creek,23/05/2004,0.265,0.265,1,0.265,56390,5,144,2004.3915072859745,1853,2004,0.6300983236496911,-0.776515359
North Buck Creek,23/05/2014,0.199,0.199,1,0.199,60042,5,144,2014.3898401826484,1973,2014,0.6381973883944352,-0.769872777
North Buck Creek,24/05/2004,0.139,0.139,1,0.139,56391,5,145,2004.3942395264116,1853,2004,0.6166755585067274,-0.787217413
North Buck Creek,24/05/2014,0.141,0.141,1,0.141,60043,5,145,2014.3925799086758,1973,2014,0.6248507382524893,-0.780744231
North Buck Creek,25/05/2010,0.076,0.076,1,0.076,58583,5,146,2010.3953196347031,1925,2010,0.6113189313506456,-0.791384334
North Buck Creek,25/05/2014,0.067,0.067,1,0.067,60044,5,146,2014.3953196347031,1973,2014,0.6113189313514337,-0.791384334
North Buck Creek,25/05/2021,0.043,0.043,1,0.043,62601,5,146,2021.3953196347031,2057,2021,0.6113189313506534,-0.791384334
North Buck Creek,26/05/2009,0.087,0.087,1,0.087,58219,5,147,2009.3980593607305,1913,2009,0.5976059774559659,-0.801789932
North Buck Creek,29/05/2007,0.291,0.291,1,0.291,57491,5,150,2007.4062785388128,1889,2007,0.5554211294072756,-0.831569221
North Buck Creek,29/05/2018,0.07,0.07,1,0.07,61509,5,150,2018.4062785388128,2021,2018,0.5554211294072837,-0.831569221
North Buck Creek,03/05/2005,0.139,0.139,1,0.139,56735,5,124,2005.3350456621004,1865,2005,0.860595946,-0.509288345
North Buck Creek,30/05/2017,0.029,0.029,1,0.029,61145,5,151,2017.4090182648401,2009,2017,0.541024741,-0.841006677
North Buck Creek,31/05/2005,0.074,0.074,1,0.074,56763,5,152,2005.4117579908675,1865,2005,0.5264680345014882,-0.850194924
North Buck Creek,04/05/2004,0.098,0.098,1,0.098,56371,5,125,2004.3395947176684,1853,2004,0.8456896501543354,-0.533675009
North Buck Creek,05/05/2015,0.113,0.113,1,0.113,60389,5,126,2015.3405251141553,1985,2015,0.8425554317241308,-0.53860964
North Buck Creek,06/05/2003,0.13,0.13,1,0.13,56007,5,127,2003.3432648401827,1841,2003,0.833159318,-0.553033046
North Buck Creek,06/05/2014,0.174,0.174,1,0.174,60025,5,127,2014.3432648401827,1973,2014,0.8331593184798024,-0.553033046
North Buck Creek,07/05/2002,0.038,0.038,1,0.038,55643,5,128,2002.346005,1829,2002,0.8235163221483428,-0.567292576
North Buck Creek,07/05/2013,0.115,0.115,1,0.115,59661,5,128,2013.346005,1961,2013,0.8235163221483484,-0.567292576
North Buck Creek,08/05/2003,0.067,0.067,1,0.067,56009,5,129,2003.3487442922374,1841,2003,0.8136293001579785,-0.581384006
North Buck Creek,08/05/2012,0.161,0.161,1,0.161,59297,5,129,2012.3505236794172,1949,2012,0.807078585,-0.590444035
North Buck Creek,01/06/2004,0.087,0.087,1,0.087,56399,6,153,2004.4160974499089,1854,2004,0.5030941305532056,-0.864231622
North Buck Creek,01/06/2015,0.279,0.279,1,0.279,60416,6,153,2015.414497716895,1986,2015,0.5117553245520852,-0.85913124
North Buck Creek,10/06/2008,0.052,0.052,1,0.052,57869,6,162,2008.4406876138432,1902,2008,0.36410411833790207,-0.931358251
North Buck Creek,12/06/2007,0.305,0.305,1,0.305,57505,6,164,2007.4446347031962,1890,2007,0.34089656152754366,-0.940100811
North Buck Creek,12/06/2018,0.169,0.169,1,0.169,61523,6,164,2018.4446347031962,2022,2018,0.3408965615275529,-0.940100811
North Buck Creek,13/06/2006,0.085,0.085,1,0.085,57141,6,165,2006.4473744292238,1878,2006,0.3246637639438358,-0.945829499
North Buck Creek,13/06/2014,0.097,0.097,1,0.097,60063,6,165,2014.4473744292238,1974,2014,0.32466376394399893,-0.945829499
North Buck Creek,13/06/2017,0.032,0.032,1,0.032,61159,6,165,2017.4473744292238,2010,2017,0.32466376394384505,-0.945829499
North Buck Creek,14/06/2005,0.136,0.136,1,0.136,56777,6,166,2005.4501141552512,1866,2005,0.30833476148349026,-0.951277917
North Buck Creek,15/06/2004,0.244,0.244,1,0.244,56413,6,167,2004.454348816029,1854,2004,0.2829178106567416,-0.959144156
North Buck Creek,15/06/2005,0.091,0.091,1,0.091,56778,6,167,2005.4528538812785,1866,2005,0.29191439277655234,-0.956444451
North Buck Creek,16/06/2005,0.158,0.158,1,0.158,56779,6,168,2005.455593607306,1866,2005,0.2754075235367449,-0.96132757
North Buck Creek,16/06/2015,0.041,0.041,1,0.041,60431,6,168,2015.455593607306,1986,2015,0.27540752353738934,-0.96132757
North Buck Creek,17/06/2003,0.066,0.066,1,0.066,56049,6,169,2003.4583333333333,1842,2003,0.25881904510345943,-0.965925826
North Buck Creek,17/06/2005,0.129,0.129,1,0.129,56780,6,169,2005.4583333333333,1866,2005,0.2588190451039403,-0.965925826
North Buck Creek,17/06/2006,0.185,0.185,1,0.185,57145,6,169,2006.4583333333333,1878,2006,0.2588190451033023,-0.965925826
North Buck Creek,17/06/2014,0.043,0.043,1,0.043,60067,6,169,2014.4583333333333,1974,2014,0.2588190451034689,-0.965925826
North Buck Creek,18/06/2013,0.034,0.034,1,0.034,59703,6,170,2013.4610730593608,1962,2013,0.24215387300070892,-0.970237858
North Buck Creek,19/06/2005,0.057,0.057,1,0.057,56782,6,171,2005.4638127853882,1866,2005,0.22541694547845595,-0.974262388
North Buck Creek,19/06/2007,0.752,0.752,1,0.752,57512,6,171,2007.4638127853882,1890,2007,0.225416945,-0.974262388
North Buck Creek,19/06/2012,0.217,0.217,1,0.217,59339,6,171,2012.4652777777778,1950,2012,0.216439614,-0.976296007
North Buck Creek,02/06/2015,0.076,0.076,1,0.076,60417,6,154,2015.4172374429224,1986,2015,0.4968909704579707,-0.867812977
North Buck Creek,20/06/2007,0.75,0.75,1,0.75,57513,6,172,2007.4665525114156,1890,2007,0.20861322205278718,-0.977998223
North Buck Creek,20/06/2019,0.065,0.065,1,0.065,61896,6,172,2019.4665525114156,2034,2019,0.20861322205215072,-0.977998223
North Buck Creek,21/06/2011,0.127,0.127,1,0.127,58975,6,173,2011.469292237443,1938,2011,0.19174768202589507,-0.981444255
North Buck Creek,22/06/2006,0.084,0.084,1,0.084,57150,6,174,2006.4720319634703,1878,2006,0.1748253230230454,-0.984599465
North Buck Creek,22/06/2010,0.111,0.111,1,0.111,58611,6,174,2010.4720319634703,1926,2010,0.17482532302223483,-0.984599465
North Buck Creek,23/06/2005,0.127,0.127,1,0.127,56786,6,175,2005.4747716894976,1866,2005,0.1578511595031346,-0.987462916
North Buck Creek,23/06/2009,0.078,0.078,1,0.078,58247,6,175,2009.4747716894976,1914,2009,0.15785115950232168,-0.987462916
North Buck Creek,23/06/2015,0.045,0.045,1,0.045,60438,6,175,2015.4747716894976,1986,2015,0.15785115950379658,-0.987462916
North Buck Creek,23/06/2017,0.083,0.083,1,0.083,61169,6,175,2017.4747716894976,2010,2017,0.15785116,-0.987462916
North Buck Creek,23/06/2020,0.196,0.196,1,0.196,62265,6,175,2020.4762067395263,2046,2020,0.14894122117346678,-0.988846051
North Buck Creek,24/06/2008,0.076,0.076,1,0.076,57883,6,176,2008.4789389799635,1902,2008,0.1319444169556886,-0.991257116
North Buck Creek,25/06/2014,0.106,0.106,1,0.106,60075,6,177,2014.4802511415526,1974,2014,0.1237675520188523,-0.992311238
North Buck Creek,26/06/2006,0.151,0.151,1,0.151,57154,6,178,2006.482991,1878,2006,0.10666820776393386,-0.994294671
North Buck Creek,26/06/2007,0.14,0.14,1,0.14,57519,6,178,2007.482991,1890,2007,0.10666820776327707,-0.994294671
North Buck Creek,26/06/2018,0.171,0.171,1,0.171,61537,6,178,2018.482991,2022,2018,0.10666820776328681,-0.994294671
North Buck Creek,27/06/2006,0.203,0.203,1,0.203,57155,6,179,2006.4857305936073,1878,2006,0.089537255,-0.995983474
North Buck Creek,28/06/2005,0.078,0.078,1,0.078,56791,6,180,2005.4884703196346,1866,2005,0.072379771,-0.997377145
North Buck Creek,28/06/2006,0.123,0.123,1,0.123,57156,6,180,2006.4884703196346,1878,2006,0.072379771,-0.997377145
North Buck Creek,28/06/2010,0.075,0.075,1,0.075,58617,6,180,2010.4884703196346,1926,2010,0.072379771,-0.997377145
North Buck Creek,03/06/2014,0.095,0.095,1,0.095,60053,6,155,2014.4199771689498,1974,2014,0.4818793768445233,-0.876237563
North Buck Creek,30/06/2015,0.031,0.031,1,0.031,60445,6,182,2015.4939497716896,1986,2015,0.038005550332541826,-0.999277528
North Buck Creek,04/06/2013,0.031,0.031,1,0.031,59689,6,156,2013.4227168949772,1962,2013,0.4667249919719028,-0.8844025
